"",,,,
"",card_number,expiry_date,card_provider,date_payment_confirmed
16407,2710963163100999,11/26,Mastercard,2015-06-17
16408,4277442934404403,06/31,VISA 16 digit,2013-08-05
16409,6011007724491070,02/24,Discover,2017-01-10
16410,30231162668839,09/30,Diners Club / Carte Blanche,2010-05-01
16411,38359863950354,01/30,Diners Club / Carte Blanche,2021-08-24
16412,3593990972522519,06/24,JCB 16 digit,2011-03-02
16413,4177939995694,12/28,VISA 13 digit,2004-10-29
16414,2297316060917042,11/25,Mastercard,2001-02-25
16415,4116972798797,05/29,VISA 13 digit,1995-12-10
16416,4401500195182825,07/25,VISA 16 digit,1998-01-19
16417,4014360708835,08/23,VISA 13 digit,1993-02-28
16418,4718371586374,07/28,VISA 13 digit,1997-05-30
16419,3576781286960037,12/30,JCB 16 digit,2007-08-18
16420,4876924338840,10/32,VISA 13 digit,1996-06-01
16421,3553239260439103,01/25,JCB 16 digit,1998-01-16
16422,4759415549696529,05/29,VISA 16 digit,2022-04-03
16423,4437402303814280345,03/28,VISA 19 digit,2003-04-01
16424,675998191729,03/27,Maestro,2011-06-22
16425,3579495426509268,05/29,JCB 16 digit,2019-08-05
16426,373375219363996,09/25,American Express,2022-05-24
16427,4635258652931,03/28,VISA 13 digit,2011-06-07
16428,180036633495581,05/25,JCB 15 digit,2016-04-13
16429,379064421962456,08/28,American Express,2005-05-07
16430,3533976359354132,05/25,JCB 16 digit,1999-06-09
16431,4477922334459,03/32,VISA 13 digit,1996-05-20
16432,573010104806,11/29,Maestro,2000-04-05
16433,4174736030199435,12/29,VISA 16 digit,2010-07-24
16434,2243354444440642,08/23,Mastercard,2008-04-05
16435,3576708821014087,10/30,JCB 16 digit,1998-02-08
16436,6011294197125134,07/27,Discover,2005-03-24
16437,38221519428286,03/31,Diners Club / Carte Blanche,2009-09-13
16438,3505780977754770,03/26,JCB 16 digit,1993-12-10
16439,2705377839197296,07/29,Mastercard,1999-06-03
16440,213157285102720,03/25,JCB 15 digit,2014-09-02
16441,6539553193333379,12/31,Discover,1995-01-30
16442,213199658911964,07/23,JCB 15 digit,2017-10-19
16443,6011124877320731,05/27,Discover,2017-03-05
16444,4474421868662054,12/23,VISA 16 digit,2010-11-09
16445,373014509443370,08/29,American Express,2010-10-20
16446,180068210391248,07/27,JCB 15 digit,1993-08-27
16447,30266155160121,08/26,Diners Club / Carte Blanche,2022-01-20
16448,4297884541655,07/29,VISA 13 digit,2017-07-07
16449,676187977779,01/29,Maestro,2012-05-02
16450,676227148274,11/29,Maestro,2017-10-21
16451,639096214932,07/28,Maestro,2002-04-23
16452,38868252382169,02/27,Diners Club / Carte Blanche,2022-05-03
16453,213187696518164,01/26,JCB 15 digit,2000-02-22
16454,6011651424771446,04/28,Discover,2010-05-08
16455,676376347933,07/32,Maestro,2012-11-05
16456,6011892602130167,02/28,Discover,2012-01-11
16457,3562991318985235,12/29,JCB 16 digit,1997-09-19
16458,4867129796774686,12/29,VISA 16 digit,2005-06-12
16459,180022007665041,07/29,JCB 15 digit,2002-11-15
16460,180031497594892,02/28,JCB 15 digit,2003-08-05
16461,676286683039,06/26,Maestro,2007-07-12
16462,4056746302510097,04/23,VISA 16 digit,2020-02-26
16463,30571167921661,04/29,Diners Club / Carte Blanche,2018-03-09
16464,6011425612433642,10/23,Discover,2010-09-12
16465,4927931006324,09/32,VISA 13 digit,2011-10-21
16466,501845240180,05/25,Maestro,2004-11-05
16467,5271396486069217,07/24,Mastercard,2017-02-16
16468,3578288216378429,04/23,JCB 16 digit,2012-05-30
16469,4570628557884,02/28,VISA 13 digit,2000-01-02
16470,340112531064170,08/32,American Express,1994-01-26
16471,345266671460229,12/31,American Express,2019-02-01
16472,3556666339275471,10/27,JCB 16 digit,2017-12-12
16473,675978838745,02/23,Maestro,2007-10-23
16474,3576173383631200,05/25,JCB 16 digit,2013-04-08
16475,4898657087955930,09/30,VISA 16 digit,2016-02-05
16476,503841010963,01/23,Maestro,2011-01-07
16477,5588640942259880,04/28,Mastercard,1996-01-03
16478,4063567310806863124,01/26,VISA 19 digit,1999-06-17
16479,6500483323937763,05/27,Discover,2010-07-27
16480,341766349961460,07/30,American Express,2006-11-02
16481,4311550389511870485,07/29,VISA 19 digit,2005-12-22
16482,4726390773849028572,11/27,VISA 19 digit,2008-03-04
16483,4009600010850857,03/27,VISA 16 digit,2002-01-22
16484,2666806203575395,01/24,Mastercard,1995-12-03
16485,6011112114507459,04/29,Discover,2001-10-16
16486,3501978048117183,02/27,JCB 16 digit,1994-08-12
16487,3598750136402015,06/26,JCB 16 digit,1994-08-05
16488,6529679881915847,03/27,Discover,1997-01-01
16489,213165246898401,08/32,JCB 15 digit,2011-08-17
16490,374782403642920,07/29,American Express,2013-11-18
16491,376951034268987,04/26,American Express,2009-01-02
16492,2223901247845841,03/27,Mastercard,2012-11-16
16493,6011369204416856,07/27,Discover,2000-04-27
16494,2270837182188700,06/29,Mastercard,1993-09-23
16495,2420945322000948,05/27,Mastercard,1998-03-26
16496,213107998843300,11/30,JCB 15 digit,2022-10-20
16497,371763928960594,09/23,American Express,2018-04-22
16498,4621578220430256,11/31,VISA 16 digit,2013-09-19
16499,3546011560547244,01/27,JCB 16 digit,1996-04-07
16500,375379328632737,06/27,American Express,1996-01-02
16501,3531645571965817,08/26,JCB 16 digit,1995-09-27
16502,3578996295920024,11/23,JCB 16 digit,2011-07-04
16503,344920591712330,03/26,American Express,2014-02-02
16504,38216366349858,12/26,Diners Club / Carte Blanche,2006-09-12
16505,4837792867001601629,01/29,VISA 19 digit,2003-12-08
16506,213172940382989,11/26,JCB 15 digit,1998-04-05
16507,503822231901,07/27,Maestro,1995-02-18
16508,4053123586882845,12/29,VISA 16 digit,2020-12-15
16509,4858476652026,11/23,VISA 13 digit,2007-09-12
16510,3504674685613850,07/28,JCB 16 digit,2006-12-13
16511,4240030270964127915,06/23,VISA 19 digit,2021-10-16
16512,3580297103198176,11/29,JCB 16 digit,2009-10-17
16513,4747110307567526,01/23,VISA 16 digit,2017-06-25
16514,3550316422006443,12/23,JCB 16 digit,2010-02-07
16515,3526350337121840,11/29,JCB 16 digit,2003-03-15
16516,501810159480,07/28,Maestro,2006-07-08
16517,501846424395,07/30,Maestro,2012-10-07
16518,4379010947376,07/26,VISA 13 digit,2000-04-24
16519,6544490097965944,10/25,Discover,2020-06-14
16520,3590199429298995,12/22,JCB 16 digit,2013-06-16
16521,344428526919079,06/31,American Express,2011-11-30
16522,4490827794296595,05/32,VISA 16 digit,2000-02-22
16523,4100342940701,11/25,VISA 13 digit,2020-11-10
16524,3583388681420756,05/31,JCB 16 digit,1993-02-27
16525,3509655947137585,08/23,JCB 16 digit,2008-12-27
16526,6011227561555601,01/29,Discover,2015-10-18
16527,4697682321863,12/22,VISA 13 digit,1997-02-26
16528,4599214118916648,01/31,VISA 16 digit,1994-01-02
16529,30519249798862,08/26,Diners Club / Carte Blanche,2014-12-17
16530,4324515782069940972,08/26,VISA 19 digit,2014-03-08
16531,6011468700222667,04/29,Discover,2001-07-26
16532,4168323514416359,07/31,VISA 16 digit,1993-09-15
16533,213105773866744,06/31,JCB 15 digit,2012-03-27
16534,4838156165023862,08/28,VISA 16 digit,2017-01-08
16535,3518056866468904,09/25,JCB 16 digit,2020-04-05
16536,3581694860110551,01/27,JCB 16 digit,2003-05-29
16537,341283953121886,01/28,American Express,2010-06-19
16538,4379660023360939117,01/26,VISA 19 digit,2021-08-15
16539,372782852400038,12/30,American Express,2003-03-05
16540,30105616386752,06/25,Diners Club / Carte Blanche,2012-07-15
16541,675974860214,03/23,Maestro,2009-05-04
16542,2261797772509775,12/27,Mastercard,2007-11-24
16543,060488481684,07/30,Maestro,1997-03-19
16544,2492420391078731,05/27,Mastercard,2006-02-23
16545,4097103310746902,03/32,VISA 16 digit,1997-04-07
16546,4836018922071968,12/22,VISA 16 digit,2002-08-21
16547,180068501216708,05/29,JCB 15 digit,1998-02-06
16548,4040470196491780,03/32,VISA 16 digit,2021-12-19
16549,502011305435,11/32,Maestro,2012-03-17
16550,346039855498672,05/29,American Express,2013-10-20
16551,6011333422426188,03/31,Discover,2011-02-01
16552,180042602137998,05/26,JCB 15 digit,2022-01-24
16553,4847890699873065124,08/31,VISA 19 digit,2005-09-16
16554,676274384772,10/32,Maestro,2012-04-02
16555,3504783624531485,04/29,JCB 16 digit,2017-12-30
16556,4788440226257366,02/32,VISA 16 digit,2002-01-31
16557,560787719981,07/29,Maestro,2015-08-05
16558,675919539683,04/31,Maestro,2015-06-11
16559,4490575524640547090,02/32,VISA 19 digit,1999-08-25
16560,675985272177,02/30,Maestro,2010-09-28
16561,6512940322333324,06/23,Discover,2004-03-30
16562,6011321403481132,01/31,Discover,2015-09-18
16563,379478276660876,05/30,American Express,2003-12-14
16564,4279911063564,05/29,VISA 13 digit,2010-01-29
16565,4171535327982578383,01/28,VISA 19 digit,2022-06-04
16566,4329328198409515521,01/25,VISA 19 digit,2007-01-22
16567,3510076491227812,08/25,JCB 16 digit,2019-07-25
16568,180085505771538,03/23,JCB 15 digit,1997-08-22
16569,2252040654901658,04/29,Mastercard,2003-09-24
16570,213142354750690,07/25,JCB 15 digit,2004-06-10
16571,3513645419531849,12/31,JCB 16 digit,2005-01-14
16572,213151284158254,04/26,JCB 15 digit,2018-08-05
16573,4358113812779966,09/26,VISA 16 digit,2011-07-12
16574,180047256236004,08/23,JCB 15 digit,2016-03-11
16575,3534744823038148,08/26,JCB 16 digit,1995-03-18
16576,NULL,NULL,NULL,NULL
16577,2244800598141070,03/26,Mastercard,2020-08-15
16578,4902990398720691891,08/25,VISA 19 digit,2002-06-06
16579,4552943342947210,01/29,VISA 16 digit,1999-06-27
16580,676329331604,12/24,Maestro,2002-12-16
16581,6501318397406676,05/23,Discover,2021-02-07
16582,3539170931308980,10/32,JCB 16 digit,1997-10-13
16583,4803729605967863,12/29,VISA 16 digit,2008-07-12
16584,4938920488744167405,03/27,VISA 19 digit,1994-01-28
16585,180041315620209,11/22,JCB 15 digit,2015-11-13
16586,4919283038187591,10/25,VISA 16 digit,2019-03-29
16587,4482672500470435,06/24,VISA 16 digit,2016-08-28
16588,4780568524026196,08/30,VISA 16 digit,2018-03-23
16589,6011375498141415,01/29,Discover,1995-03-24
16590,213132490810326,12/24,JCB 15 digit,1993-10-12
16591,375340936452991,07/24,American Express,1993-04-09
16592,4608617239740,08/27,VISA 13 digit,1999-12-21
16593,3531637788697911,12/29,JCB 16 digit,2017-01-24
16594,6011828088859036,01/23,Discover,1996-09-21
16595,6011918432870100,03/27,Discover,1994-12-14
16596,4701418568597,12/27,VISA 13 digit,2008-06-23
16597,6011215181757210,09/25,Discover,2017-09-17
16598,2300194503183489,12/24,Mastercard,2022-11-13
16599,501811905097,03/30,Maestro,2000-03-06
16600,6539130816060992,06/26,Discover,2018-01-13
16601,180074591672750,07/30,JCB 15 digit,2011-07-03
16602,371069984069639,10/32,American Express,2020-08-28
16603,4047263424150119,06/25,VISA 16 digit,1993-01-04
16604,341726344112451,03/29,American Express,2000-12-07
16605,6011493703154618,09/30,Discover,1996-11-18
16606,373865310742312,09/23,American Express,2016-11-27
16607,2543898537536655,09/28,Mastercard,2011-02-25
16608,6582420537197256,03/32,Discover,2006-04-30
16609,213179054335505,03/24,JCB 15 digit,1997-01-29
16610,2222666813085780,04/26,Mastercard,2003-03-15
16611,3536736884837804,05/23,JCB 16 digit,2011-09-24
16612,213128829882226,04/27,JCB 15 digit,2004-04-18
16613,2262944827695279,08/25,Mastercard,2007-06-18
16614,3548787020780529,12/27,JCB 16 digit,2006-03-17
16615,372656007913683,10/32,American Express,1993-05-17
16616,4310064836616864889,08/31,VISA 19 digit,2009-08-24
16617,580118677054,06/23,Maestro,2004-06-21
16618,6544510343650873,04/32,Discover,1997-10-30
16619,6548447644970906,11/24,Discover,1995-10-01
16620,180092117385558,02/30,JCB 15 digit,2022-04-01
16621,3527765698457401,02/27,JCB 16 digit,2003-01-03
16622,4523017889437921,11/25,VISA 16 digit,2003-03-02
16623,377446708538061,05/29,American Express,2003-05-26
16624,503884477962,05/28,Maestro,1996-08-31
16625,4510739665551741,02/31,VISA 16 digit,2001-08-19
16626,4673295470463138,08/29,VISA 16 digit,2022-01-10
16627,675971542401,01/31,Maestro,1995-05-26
16628,30442177732334,01/28,Diners Club / Carte Blanche,2003-06-20
16629,4241430389817172,07/25,VISA 16 digit,2010-07-15
16630,377106820260917,04/30,American Express,2010-12-03
16631,3533105000095346,04/23,JCB 16 digit,2011-05-30
16632,30115649909868,12/31,Diners Club / Carte Blanche,1993-11-03
16633,213129234861631,06/26,JCB 15 digit,2019-11-01
16634,4182588161993072,10/31,VISA 16 digit,2015-10-30
16635,345360564528778,09/24,American Express,2015-06-30
16636,5564377280332163,03/25,Mastercard,2007-03-02
16637,4720545422629258,11/27,VISA 16 digit,1997-11-17
16638,2719597146546091,04/32,Mastercard,2022-11-07
16639,4841992770541558,01/29,VISA 16 digit,2011-06-26
16640,3547525737128744,06/23,JCB 16 digit,2014-12-12
16641,36074683126356,10/24,Diners Club / Carte Blanche,2004-01-10
16642,3590302854976354,08/23,JCB 16 digit,2017-04-12
16643,6546554864926534,04/27,Discover,1997-05-13
16644,4234507085786,01/26,VISA 13 digit,1998-01-28
16645,3596057098496833,05/25,JCB 16 digit,2015-10-04
16646,2286680311979504,12/29,Mastercard,2002-11-24
16647,4781419185716,04/25,VISA 13 digit,2020-09-01
16648,4594737291599331,02/26,VISA 16 digit,2012-03-08
16649,4673619214116713306,02/24,VISA 19 digit,2007-09-12
16650,4055070706752919370,09/30,VISA 19 digit,2002-05-06
16651,30354966368420,12/25,Diners Club / Carte Blanche,2008-12-07
16652,4697174174614,02/28,VISA 13 digit,2013-10-07
16653,30254258741880,02/29,Diners Club / Carte Blanche,1993-07-30
16654,4319214754061,07/32,VISA 13 digit,2006-01-18
16655,3591978266617204,07/28,JCB 16 digit,2004-07-24
16656,3586517876320481,10/31,JCB 16 digit,1997-11-26
16657,180047968927197,04/28,JCB 15 digit,2008-09-04
16658,4544840029672238215,07/26,VISA 19 digit,2012-12-05
16659,2693484437370590,04/26,Mastercard,2022-07-18
16660,180059810748101,01/32,JCB 15 digit,1998-06-26
16661,5115902845004280,11/29,Mastercard,2017-05-06
16662,4682003949824,01/31,VISA 13 digit,2002-08-19
16663,3569667882808127,09/29,JCB 16 digit,2022-03-05
16664,5570767023338216,04/23,Mastercard,2019-04-25
16665,676173317931,07/24,Maestro,1993-02-01
16666,3515166072480420,03/26,JCB 16 digit,2009-12-14
16667,4590693542775622,11/24,VISA 16 digit,1999-01-12
16668,3578958277860735,08/23,JCB 16 digit,2002-11-09
16669,630446588877,12/30,Maestro,2021-08-17
16670,562730393930,01/30,Maestro,2014-03-27
16671,6011260099597555,03/24,Discover,2008-09-19
16672,4088841444418,02/27,VISA 13 digit,2017-11-01
16673,4840195052280175861,04/23,VISA 19 digit,1999-06-15
16674,30063260907201,03/31,Diners Club / Carte Blanche,2009-11-08
16675,4547132042052889846,04/27,VISA 19 digit,2008-01-30
16676,4910825215468308914,06/32,VISA 19 digit,2006-04-20
16677,180058915516629,11/29,JCB 15 digit,1997-12-14
16678,3514342129300181,06/28,JCB 16 digit,2013-06-18
16679,4921547135513551850,01/32,VISA 19 digit,2006-01-20
16680,4947606029410430,09/26,VISA 16 digit,2005-01-10
16681,2222966302971429,05/32,Mastercard,2001-01-22
16682,30221892361433,08/24,Diners Club / Carte Blanche,2007-11-02
16683,4587691095259825,04/24,VISA 16 digit,2013-08-19
16684,4111172649509242,07/24,VISA 16 digit,2005-11-11
16685,30431340265645,09/32,Diners Club / Carte Blanche,2004-09-01
16686,4649770860539698,02/32,VISA 16 digit,1995-03-25
16687,378067367817692,12/23,American Express,2020-05-26
16688,4422723382870391,04/28,VISA 16 digit,2001-10-10
16689,30152728880561,02/32,Diners Club / Carte Blanche,2016-04-24
16690,38850575935634,03/28,Diners Club / Carte Blanche,1998-10-16
16691,38060307136580,04/25,Diners Club / Carte Blanche,2020-12-21
16692,30540636563016,01/24,Diners Club / Carte Blanche,2014-08-27
16693,213171448669186,08/27,JCB 15 digit,2012-07-02
16694,4732766727135603,06/25,VISA 16 digit,1998-02-24
16695,5158508943303694,05/27,Mastercard,2005-12-01
16696,4113797348754299,07/31,VISA 16 digit,2007-12-13
16697,4267704677262639649,03/24,VISA 19 digit,1993-04-04
16698,373197048000114,08/25,American Express,2013-07-03
16699,4508191717365429,05/30,VISA 16 digit,1999-09-02
16700,4381684154598637,12/29,VISA 16 digit,2021-01-16
16701,4282436939276,03/30,VISA 13 digit,2010-08-08
16702,4139852104393198602,08/28,VISA 19 digit,2003-12-06
16703,4528464354456371,11/27,VISA 16 digit,2006-05-25
16704,4003753623496364,12/31,VISA 16 digit,1996-10-10
16705,180082180115396,07/24,JCB 15 digit,2009-06-06
16706,2289656456279436,10/31,Mastercard,2012-01-01
16707,2500137659955489,12/25,Mastercard,2021-02-09
16708,676104550261,11/26,Maestro,2019-11-08
16709,4299607915298226630,11/29,VISA 19 digit,2016-07-10
16710,4100424661295228291,06/24,VISA 19 digit,2013-04-08
16711,2321113692237588,04/28,Mastercard,1994-04-28
16712,4038060033218910,08/28,VISA 16 digit,2006-08-13
16713,6011124157801590,12/30,Discover,1994-08-25
16715,346060226228077,05/30,American Express,2003-12-08
16716,30058287799664,03/26,Diners Club / Carte Blanche,2022-09-14
16717,3529542798710221,04/26,JCB 16 digit,2014-03-22
16718,585827063868,01/27,Maestro,2000-11-27
16719,30148361280804,03/23,Diners Club / Carte Blanche,2010-05-28
16720,371322588940147,05/30,American Express,2017-02-10
16721,3524977024615395,04/24,JCB 16 digit,2022-03-23
16722,180021721921375,03/28,JCB 15 digit,2014-10-13
16723,676377590168,12/31,Maestro,2003-11-12
16724,3582680741025612,04/28,JCB 16 digit,2015-02-17
16725,6011298285640565,03/31,Discover,2004-06-08
16726,4155322598689,09/26,VISA 13 digit,1994-09-22
16727,370804700397018,02/24,American Express,2005-06-07
16728,180056337651321,09/27,JCB 15 digit,2011-09-07
16729,3513361752521302,11/32,JCB 16 digit,2011-07-16
16730,213143410361126,11/27,JCB 15 digit,2004-11-16
16731,6511792149013428,08/31,Discover,1995-12-08
16732,3511670171001593,05/27,JCB 16 digit,1997-07-29
16733,30135839975107,03/29,Diners Club / Carte Blanche,2013-01-21
16734,30385791144651,08/29,Diners Club / Carte Blanche,2017-08-15
16735,4650040438390,04/31,VISA 13 digit,1998-03-10
16736,4854275935460383,03/28,VISA 16 digit,2013-07-06
16737,4079845655331,11/29,VISA 13 digit,2020-02-01
16738,4717576384672348890,09/23,VISA 19 digit,2006-09-16
16739,4408193976553,07/30,VISA 13 digit,1994-04-07
16740,4193755564465316,02/29,VISA 16 digit,2021-04-12
16741,343695966253281,06/23,American Express,2004-03-27
16742,30325340212625,12/24,Diners Club / Carte Blanche,2018-06-14
16743,4015855688509910,08/27,VISA 16 digit,2014-03-31
16744,4679550563082268,02/27,VISA 16 digit,2006-04-22
16745,30170297766508,04/24,Diners Club / Carte Blanche,2014-10-03
16746,4214731172481719,07/26,VISA 16 digit,1997-07-16
16747,630424669574,08/32,Maestro,2010-01-21
16748,2273695306711063,07/31,Mastercard,2020-05-26
16749,30193289014125,03/26,Diners Club / Carte Blanche,2003-10-21
16750,4535644893160656,07/24,VISA 16 digit,1994-04-08
16751,3560014783344242,06/24,JCB 16 digit,2015-12-17
16752,4996025808099464,02/26,VISA 16 digit,1992-12-21
16753,6530816463978580,11/26,Discover,2010-11-11
16754,379920699878965,12/28,American Express,1994-08-09
16755,3521500454143481,07/24,JCB 16 digit,1994-11-01
16756,4355800974370096,05/32,VISA 16 digit,1995-10-27
16757,4959863203736677,09/24,VISA 16 digit,2003-02-17
16758,6011342942197971,10/28,Discover,1993-05-16
16759,4984551408629701,07/32,VISA 16 digit,2003-03-28
16760,5451492164085278,05/24,Mastercard,2004-11-16
16761,4771230249353790,10/30,VISA 16 digit,2003-07-11
16762,4618696204283,10/27,VISA 13 digit,1997-12-18
16763,213100837626416,09/30,JCB 15 digit,2008-01-26
16764,4478284950977202,09/31,VISA 16 digit,2017-08-28
16765,180088668689547,02/32,JCB 15 digit,1993-12-10
16766,30285595186314,02/24,Diners Club / Carte Blanche,2010-01-08
16767,4640886642370217,05/31,VISA 16 digit,2011-08-07
16768,4226937854773,03/30,VISA 13 digit,2009-01-19
16769,4328138854196,01/32,VISA 13 digit,2012-04-29
16770,4764249519221,06/30,VISA 13 digit,2006-08-04
16771,4092875517922072,04/25,VISA 16 digit,2020-02-19
16772,5499737119262784,05/31,Mastercard,2007-05-11
16773,379453024088290,05/31,American Express,2008-02-09
16774,4507402144895362,07/31,VISA 16 digit,1996-10-15
16775,345356969156702,04/30,American Express,2020-03-06
16776,4656495415342865,10/30,VISA 16 digit,2005-08-21
16777,6539529893473368,02/24,Discover,2014-05-09
16778,3552368005953507,10/25,JCB 16 digit,2016-07-30
16779,675904395760,03/23,Maestro,2004-10-10
16780,2609398063355969,06/27,Mastercard,2008-04-13
16781,3563509969104630,09/25,JCB 16 digit,2007-06-05
16782,30341710170061,06/25,Diners Club / Carte Blanche,1993-05-11
16783,375804797478619,02/30,American Express,2017-09-06
16784,4640518488195891,09/25,VISA 16 digit,2008-05-01
16785,3533183684672516,09/28,JCB 16 digit,2007-05-06
16786,3521200588861823,12/30,JCB 16 digit,2017-12-30
16787,4866147269769091,04/25,VISA 16 digit,2011-08-10
16788,2263234063222700,08/24,Mastercard,2009-11-26
16789,4050065942698287,12/26,VISA 16 digit,1994-05-19
16790,4860782463375034169,08/32,VISA 19 digit,1994-11-10
16791,3552111850025942,03/26,JCB 16 digit,2001-11-29
16792,4385827435633337,12/22,VISA 16 digit,1997-11-09
16793,36816600943010,12/25,Diners Club / Carte Blanche,2017-06-04
16794,4372318861704,12/25,VISA 13 digit,2016-05-28
16795,6573632243149329,08/28,Discover,1996-04-20
16796,2223929107612886,05/29,Mastercard,2022-01-07
16797,3555614551199806,06/25,JCB 16 digit,2020-03-10
16798,4955964714146374,05/26,VISA 16 digit,2005-07-26
16799,2263892565042536,01/29,Mastercard,2001-02-24
16800,213183569737056,08/26,JCB 15 digit,2016-08-05
16801,38312447962650,06/29,Diners Club / Carte Blanche,2006-11-14
16802,213123596379332,03/28,JCB 15 digit,1993-06-17
16803,5345506112857130,03/25,Mastercard,2022-04-12
16804,6542890010219653,11/23,Discover,2009-11-03
16805,4706765779040754,09/23,VISA 16 digit,2016-07-18
16806,4011851689873218039,12/25,VISA 19 digit,1993-05-17
16807,4922941669544050,05/25,VISA 16 digit,2012-10-21
16808,2294850287368947,11/23,Mastercard,2020-06-14
16809,4094312159895311682,01/24,VISA 19 digit,2008-12-29
16810,3525327666868879,03/25,JCB 16 digit,2013-06-02
16811,4775070511780,09/23,VISA 13 digit,2006-07-28
16812,180011197992901,10/27,JCB 15 digit,2018-07-19
16813,5349720542821444,05/26,Mastercard,2019-02-15
16814,38104732662685,03/24,Diners Club / Carte Blanche,2021-04-21
16815,4844772235328,10/23,VISA 13 digit,1999-11-12
16816,5259389700634144,05/25,Mastercard,1993-11-20
16817,3537301052771480,05/29,JCB 16 digit,2020-01-07
16818,4330742388803439,01/24,VISA 16 digit,2012-05-11
16819,4505055783199,12/25,VISA 13 digit,2001-09-11
16820,6505063387524452,06/28,Discover,2004-06-27
16821,30216231866365,09/26,Diners Club / Carte Blanche,2017-08-29
16822,4691439633820416,03/31,VISA 16 digit,1999-05-25
16823,6011251893797319,08/31,Discover,1993-09-24
16824,4421632090073126,06/28,VISA 16 digit,2014-10-14
16825,4020423562329864,04/26,VISA 16 digit,2011-10-14
16826,3573997817526625,02/25,JCB 16 digit,2017-07-15
16827,4431832550090192,12/27,VISA 16 digit,1996-01-03
16828,4118955196785345,08/23,VISA 16 digit,2013-07-26
16829,2258205667771356,09/24,Mastercard,2013-05-09
16830,3571574575833329,03/28,JCB 16 digit,1993-10-08
16831,6011567040388763,09/27,Discover,2001-05-07
16832,2535923062667392,03/28,Mastercard,2020-05-01
16833,180051814059742,03/31,JCB 15 digit,2005-08-25
16834,4303839834904,08/29,VISA 13 digit,2003-02-18
16835,3529946222701427,05/25,JCB 16 digit,2014-01-10
16836,2701091675103565,03/24,Mastercard,2001-04-23
16837,2512030760682314,03/30,Mastercard,2006-03-10
16838,4989595375366156,02/29,VISA 16 digit,2012-09-28
16839,6011682358576741,12/24,Discover,1998-02-01
16840,6011953515898470,06/29,Discover,2012-09-09
16841,4461934715228,01/23,VISA 13 digit,2003-10-30
16842,4841383165384293,08/23,VISA 16 digit,2010-06-22
16843,675960722634,01/30,Maestro,2001-08-09
16844,3585837551081591,01/24,JCB 16 digit,2004-10-01
16845,3570341598759498,11/27,JCB 16 digit,2012-03-23
16846,6011606104438237,07/26,Discover,2020-10-09
16847,3567296369123537,03/29,JCB 16 digit,2002-09-22
16848,4149097674807741266,04/31,VISA 19 digit,2020-03-25
16849,180086182655762,03/27,JCB 15 digit,1994-05-18
16850,3563405270874203,06/32,JCB 16 digit,2010-08-30
16851,6534098921931768,08/30,Discover,2021-05-26
16852,30479472641661,04/32,Diners Club / Carte Blanche,2013-12-26
16853,180018838527913,02/23,JCB 15 digit,2001-02-21
16854,36377312172778,04/24,Diners Club / Carte Blanche,1996-05-22
16855,4837629473418322,07/31,VISA 16 digit,2001-06-21
16856,572311442428,05/28,Maestro,2012-08-03
16857,3525494291213945,06/29,JCB 16 digit,2000-02-06
16858,502020011735,05/24,Maestro,1999-07-15
16859,3577056588374230,07/23,JCB 16 digit,1996-10-04
16860,6011194438710274,08/24,Discover,2001-11-20
16861,3586030037496299,11/29,JCB 16 digit,1993-01-05
16862,343188003000865,01/30,American Express,2009-06-01
16863,4835274247395860,12/24,VISA 16 digit,2015-01-14
16864,6554271413505003,06/23,Discover,1994-11-23
16865,4082450957165129,05/23,VISA 16 digit,2017-01-12
16866,639046006859,03/23,Maestro,2004-04-19
16867,4409089006443131,10/23,VISA 16 digit,1993-05-18
16868,4391695273192738,03/28,VISA 16 digit,2017-06-23
16869,4397001206153778,11/27,VISA 16 digit,2011-08-26
16870,4157987448576886974,05/30,VISA 19 digit,2018-08-04
16871,589455186876,05/26,Maestro,2005-02-03
16872,6011555891117910,06/31,Discover,2013-08-13
16873,4219351680803913876,07/23,VISA 19 digit,2005-10-07
16874,30598945374988,01/23,Diners Club / Carte Blanche,2009-12-17
16875,4577128765644,02/29,VISA 13 digit,2011-01-28
16876,4545643521192949,01/25,VISA 16 digit,2008-05-05
16877,6011716091264825,10/27,Discover,2007-07-31
16878,36976125443027,01/26,Diners Club / Carte Blanche,2016-04-18
16879,060462659834,08/31,Maestro,2012-11-07
16880,3585554633989861,11/25,JCB 16 digit,2004-01-01
16881,4944062370881477,08/28,VISA 16 digit,2007-11-30
16882,4031864966859329243,10/23,VISA 19 digit,2012-07-16
16883,3522792245701847,11/27,JCB 16 digit,2013-04-18
16884,180086917336894,08/30,JCB 15 digit,1994-02-23
16885,347357031062801,06/24,American Express,2013-04-22
16886,2600383752217125,01/29,Mastercard,2000-09-03
16887,4182795176163761,01/27,VISA 16 digit,2007-02-14
16888,4628305104239741,05/27,VISA 16 digit,2011-06-25
16889,30344500209016,08/28,Diners Club / Carte Blanche,2002-01-11
16890,36602456966994,05/25,Diners Club / Carte Blanche,2006-05-02
16891,3571587933025206,03/28,JCB 16 digit,2009-05-22
16892,6011138211148756,01/26,Discover,1995-11-28
16893,6011706982147528,03/24,Discover,2015-05-30
16894,4570121465122,07/29,VISA 13 digit,2001-06-27
16895,4039791286094652,01/32,VISA 16 digit,2006-10-19
16896,4853391422111727,05/24,VISA 16 digit,2002-07-01
16897,501816214263,02/27,Maestro,2008-06-11
